Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08263 Sant Vicenç dels Horts;0826301 Sant Vicenç dels Horts distrito 01;0826301010 Sant Vicenç dels Horts sección 01010;Renta neta media por persona ;2021;13.784
08263 Sant Vicenç dels Horts;0826301 Sant Vicenç dels Horts distrito 01;0826301011 Sant Vicenç dels Horts sección 01011;Renta neta media por persona ;2021;14.024
08263 Sant Vicenç dels Horts;0826301 Sant Vicenç dels Horts distrito 01;0826301012 Sant Vicenç dels Horts sección 01012;Renta neta media por persona ;2021;10.714
08263 Sant Vicenç dels Horts;0826302 Sant Vicenç dels Horts distrito 02;;Renta neta media por persona ;2021;11.902
08263 Sant Vicenç dels Horts;0826302 Sant Vicenç dels Horts distrito 02;0826302001 Sant Vicenç dels Horts sección 02001;Renta neta media por persona ;2021;10.715
08263 Sant Vicenç dels Horts;0826302 Sant Vicenç dels Horts distrito 02;0826302002 Sant Vicenç dels Horts sección 02002;Renta neta media por persona ;2021;12.310
08263 Sant Vicenç dels Horts;0826302 Sant Vicenç dels Horts distrito 02;0826302003 Sant Vicenç dels Horts sección 02003;Renta neta media por persona ;2021;11.932
08263 Sant Vicenç dels Horts;0826303 Sant Vicenç dels Horts distrito 03;;Renta neta media por persona ;2021;12.733
08263 Sant Vicenç dels Horts;0826303 Sant Vicenç dels Horts distrito 03;0826303001 Sant Vicenç dels Horts sección 03001;Renta neta media por persona ;2021;12.647
08263 Sant Vicenç dels Horts;0826303 Sant Vicenç dels Horts distrito 03;0826303002 Sant Vicenç dels Horts sección 03002;Renta neta media por persona ;2021;12.817
08263 Sant Vicenç dels Horts;0826304 Sant Vicenç dels Horts distrito 04;;Renta neta media por persona ;2021;14.655
08263 Sant Vicenç dels Horts;0826304 Sant Vicenç dels Horts distrito 04;0826304001 Sant Vicenç dels Horts sección 04001;Renta neta media por persona ;2021;13.911
08263 Sant Vicenç dels Horts;0826304 Sant Vicenç dels Horts distrito 04;0826304002 Sant Vicenç dels Horts sección 04002;Renta neta media por persona ;2021;15.039
08263 Sant Vicenç dels Horts;0826304 Sant Vicenç dels Horts distrito 04;0826304003 Sant Vicenç dels Horts sección 04003;Renta neta media por persona ;2021;15.195
08264 Sant Vicenç de Montalt;0826401 Sant Vicenç de Montalt distrito 01;;Renta neta media por persona ;2021;19.255
08264 Sant Vicenç de Montalt;0826401 Sant Vicenç de Montalt distrito 01;0826401001 Sant Vicenç de Montalt sección 01001;Renta neta media por persona ;2021;20.231
08264 Sant Vicenç de Montalt;0826401 Sant Vicenç de Montalt distrito 01;0826401002 Sant Vicenç de Montalt sección 01002;Renta neta media por persona ;2021;18.749
08264 Sant Vicenç de Montalt;0826401 Sant Vicenç de Montalt distrito 01;0826401003 Sant Vicenç de Montalt sección 01003;Renta neta media por persona ;2021;18.184
08264 Sant Vicenç de Montalt;0826401 Sant Vicenç de Montalt distrito 01;0826401004 Sant Vicenç de Montalt sección 01004;Renta neta media por persona ;2021;18.826
08265 Sant Vicenç de Torelló;0826501 Sant Vicenç de Torelló distrito 01;;Renta neta media por persona ;2021;15.659
08265 Sant Vicenç de Torelló;0826501 Sant Vicenç de Torelló distrito 01;0826501001 Sant Vicenç de Torelló sección 01001;Renta neta media por persona ;2021;15.659
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;;Renta neta media por persona ;2021;16.360
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601001 Cerdanyola del Vallès sección 01001;Renta neta media por persona ;2021;14.231
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601002 Cerdanyola del Vallès sección 01002;Renta neta media por persona ;2021;15.252
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601003 Cerdanyola del Vallès sección 01003;Renta neta media por persona ;2021;14.628
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601004 Cerdanyola del Vallès sección 01004;Renta neta media por persona ;2021;12.436
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601005 Cerdanyola del Vallès sección 01005;Renta neta media por persona ;2021;12.611
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601006 Cerdanyola del Vallès sección 01006;Renta neta media por persona ;2021;16.849
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601007 Cerdanyola del Vallès sección 01007;Renta neta media por persona ;2021;16.100
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601008 Cerdanyola del Vallès sección 01008;Renta neta media por persona ;2021;14.840
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601009 Cerdanyola del Vallès sección 01009;Renta neta media por persona ;2021;16.057
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601010 Cerdanyola del Vallès sección 01010;Renta neta media por persona ;2021;18.390
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601011 Cerdanyola del Vallès sección 01011;Renta neta media por persona ;2021;15.273
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601012 Cerdanyola del Vallès sección 01012;Renta neta media por persona ;2021;14.422
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601013 Cerdanyola del Vallès sección 01013;Renta neta media por persona ;2021;18.212
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601014 Cerdanyola del Vallès sección 01014;Renta neta media por persona ;2021;18.515
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601015 Cerdanyola del Vallès sección 01015;Renta neta media por persona ;2021;13.573
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601016 Cerdanyola del Vallès sección 01016;Renta neta media por persona ;2021;14.548
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601017 Cerdanyola del Vallès sección 01017;Renta neta media por persona ;2021;12.244
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601018 Cerdanyola del Vallès sección 01018;Renta neta media por persona ;2021;15.682
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601019 Cerdanyola del Vallès sección 01019;Renta neta media por persona ;2021;14.467
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601020 Cerdanyola del Vallès sección 01020;Renta neta media por persona ;2021;26.778
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601027 Cerdanyola del Vallès sección 01027;Renta neta media por persona ;2021;12.474
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601028 Cerdanyola del Vallès sección 01028;Renta neta media por persona ;2021;21.622
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601029 Cerdanyola del Vallès sección 01029;Renta neta media por persona ;2021;19.250
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601030 Cerdanyola del Vallès sección 01030;Renta neta media por persona ;2021;17.810
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601031 Cerdanyola del Vallès sección 01031;Renta neta media por persona ;2021;14.041
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601032 Cerdanyola del Vallès sección 01032;Renta neta media por persona ;2021;19.787
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601033 Cerdanyola del Vallès sección 01033;Renta neta media por persona ;2021;13.047
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601034 Cerdanyola del Vallès sección 01034;Renta neta media por persona ;2021;15.103
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601035 Cerdanyola del Vallès sección 01035;Renta neta media por persona ;2021;17.398
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601036 Cerdanyola del Vallès sección 01036;Renta neta media por persona ;2021;15.664
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601037 Cerdanyola del Vallès sección 01037;Renta neta media por persona ;2021;17.086
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601038 Cerdanyola del Vallès sección 01038;Renta neta media por persona ;2021;14.695
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601039 Cerdanyola del Vallès sección 01039;Renta neta media por persona ;2021;15.447
08266 Cerdanyola del Vallès;0826601 Cerdanyola del Vallès distrito 01;0826601040 Cerdanyola del Vallès sección 01040;Renta neta media por persona ;2021;30.765
08267 Sentmenat;0826701 Sentmenat distrito 01;;Renta neta media por persona ;2021;14.751
08267 Sentmenat;0826701 Sentmenat distrito 01;0826701001 Sentmenat sección 01001;Renta neta media por persona ;2021;15.330
08267 Sentmenat;0826701 Sentmenat distrito 01;0826701002 Sentmenat sección 01002;Renta neta media por persona ;2021;14.211
08267 Sentmenat;0826701 Sentmenat distrito 01;0826701003 Sentmenat sección 01003;Renta neta media por persona ;2021;13.983
08267 Sentmenat;0826701 Sentmenat distrito 01;0826701004 Sentmenat sección 01004;Renta neta media por persona ;2021;15.461
08267 Sentmenat;0826701 Sentmenat distrito 01;0826701005 Sentmenat sección 01005;Renta neta media por persona ;2021;14.754
08268 Cercs;0826801 Cercs distrito 01;;Renta neta media por persona ;2021;14.588
08268 Cercs;0826801 Cercs distrito 01;0826801001 Cercs sección 01001;Renta neta media por persona ;2021;13.953
08268 Cercs;0826801 Cercs distrito 01;0826801002 Cercs sección 01002;Renta neta media por persona ;2021;15.102
08269 Seva;0826901 Seva distrito 01;;Renta neta media por persona ;2021;16.434
08269 Seva;0826901 Seva distrito 01;0826901001 Seva sección 01001;Renta neta media por persona ;2021;17.627
08269 Seva;0826901 Seva distrito 01;0826901002 Seva sección 01002;Renta neta media por persona ;2021;14.358
08270 Sitges;0827001 Sitges distrito 01;;Renta neta media por persona ;2021;19.690
08270 Sitges;0827001 Sitges distrito 01;0827001001 Sitges sección 01001;Renta neta media por persona ;2021;16.541
08270 Sitges;0827001 Sitges distrito 01;0827001002 Sitges sección 01002;Renta neta media por persona ;2021;16.598
08270 Sitges;0827001 Sitges distrito 01;0827001003 Sitges sección 01003;Renta neta media por persona ;2021;24.853
08270 Sitges;0827001 Sitges distrito 01;0827001004 Sitges sección 01004;Renta neta media por persona ;2021;18.979
08270 Sitges;0827001 Sitges distrito 01;0827001005 Sitges sección 01005;Renta neta media por persona ;2021;19.480
08270 Sitges;0827001 Sitges distrito 01;0827001006 Sitges sección 01006;Renta neta media por persona ;2021;""
08270 Sitges;0827002 Sitges distrito 02;;Renta neta media por persona ;2021;17.802
08270 Sitges;0827002 Sitges distrito 02;0827002001 Sitges sección 02001;Renta neta media por persona ;2021;16.407
08270 Sitges;0827002 Sitges distrito 02;0827002002 Sitges sección 02002;Renta neta media por persona ;2021;19.855
08270 Sitges;0827002 Sitges distrito 02;0827002003 Sitges sección 02003;Renta neta media por persona ;2021;16.725
08270 Sitges;0827002 Sitges distrito 02;0827002004 Sitges sección 02004;Renta neta media por persona ;2021;14.508
08270 Sitges;0827002 Sitges distrito 02;0827002005 Sitges sección 02005;Renta neta media por persona ;2021;12.903
08270 Sitges;0827002 Sitges distrito 02;0827002006 Sitges sección 02006;Renta neta media por persona ;2021;16.327
08270 Sitges;0827002 Sitges distrito 02;0827002007 Sitges sección 02007;Renta neta media por persona ;2021;20.260
08270 Sitges;0827002 Sitges distrito 02;0827002009 Sitges sección 02009;Renta neta media por persona ;2021;23.188
08270 Sitges;0827002 Sitges distrito 02;0827002010 Sitges sección 02010;Renta neta media por persona ;2021;19.255
08270 Sitges;0827002 Sitges distrito 02;0827002011 Sitges sección 02011;Renta neta media por persona ;2021;15.052
08271 Sobremunt;0827101 Sobremunt distrito 01;;Renta neta media por persona ;2021;16.922
08271 Sobremunt;0827101 Sobremunt distrito 01;0827101001 Sobremunt sección 01001;Renta neta media por persona ;2021;16.922
08272 Sora;0827201 Sora distrito 01;;Renta neta media por persona ;2021;14.072
08272 Sora;0827201 Sora distrito 01;0827201001 Sora sección 01001;Renta neta media por persona ;2021;14.072
08273 Subirats;0827301 Subirats distrito 01;;Renta neta media por persona ;2021;14.704
08273 Subirats;0827301 Subirats distrito 01;0827301001 Subirats sección 01001;Renta neta media por persona ;2021;14.930
08273 Subirats;0827301 Subirats distrito 01;0827301002 Subirats sección 01002;Renta neta media por persona ;2021;14.530
08273 Subirats;0827301 Subirats distrito 01;0827301003 Subirats sección 01003;Renta neta media por persona ;2021;14.773
08274 Súria;0827401 Súria distrito 01;;Renta neta media por persona ;2021;14.879
08274 Súria;0827401 Súria distrito 01;0827401001 Súria sección 01001;Renta neta media por persona ;2021;14.454
08274 Súria;0827401 Súria distrito 01;0827401002 Súria sección 01002;Renta neta media por persona ;2021;13.104
08274 Súria;0827401 Súria distrito 01;0827401004 Súria sección 01004;Renta neta media por persona ;2021;15.782
08274 Súria;0827401 Súria distrito 01;0827401005 Súria sección 01005;Renta neta media por persona ;2021;15.707
08275 Tavèrnoles;0827501 Tavèrnoles distrito 01;;Renta neta media por persona ;2021;19.468
08275 Tavèrnoles;0827501 Tavèrnoles distrito 01;0827501001 Tavèrnoles sección 01001;Renta neta media por persona ;2021;19.468
08276 Tagamanent;0827601 Tagamanent distrito 01;;Renta neta media por persona ;2021;14.929
08276 Tagamanent;0827601 Tagamanent distrito 01;0827601001 Tagamanent sección 01001;Renta neta media por persona ;2021;14.929
08277 Talamanca;0827701 Talamanca distrito 01;;Renta neta media por persona ;2021;16.242
08277 Talamanca;0827701 Talamanca distrito 01;0827701001 Talamanca sección 01001;Renta neta media por persona ;2021;16.242
08278 Taradell;0827801 Taradell distrito 01;;Renta neta media por persona ;2021;16.012
08278 Taradell;0827801 Taradell distrito 01;0827801001 Taradell sección 01001;Renta neta media por persona ;2021;15.021
08278 Taradell;0827801 Taradell distrito 01;0827801002 Taradell sección 01002;Renta neta media por persona ;2021;15.357
08278 Taradell;0827801 Taradell distrito 01;0827801003 Taradell sección 01003;Renta neta media por persona ;2021;18.156
08278 Taradell;0827801 Taradell distrito 01;0827801004 Taradell sección 01004;Renta neta media por persona ;2021;16.219
08279 Terrassa;0827901 Terrassa distrito 01;;Renta neta media por persona ;2021;17.642
08279 Terrassa;0827901 Terrassa distrito 01;0827901001 Terrassa sección 01001;Renta neta media por persona ;2021;23.009
08279 Terrassa;0827901 Terrassa distrito 01;0827901002 Terrassa sección 01002;Renta neta media por persona ;2021;19.960
08279 Terrassa;0827901 Terrassa distrito 01;0827901004 Terrassa sección 01004;Renta neta media por persona ;2021;19.555
08279 Terrassa;0827901 Terrassa distrito 01;0827901005 Terrassa sección 01005;Renta neta media por persona ;2021;19.325
08279 Terrassa;0827901 Terrassa distrito 01;0827901006 Terrassa sección 01006;Renta neta media por persona ;2021;19.326
08279 Terrassa;0827901 Terrassa distrito 01;0827901007 Terrassa sección 01007;Renta neta media por persona ;2021;19.763
08279 Terrassa;0827901 Terrassa distrito 01;0827901008 Terrassa sección 01008;Renta neta media por persona ;2021;19.800
08279 Terrassa;0827901 Terrassa distrito 01;0827901009 Terrassa sección 01009;Renta neta media por persona ;2021;19.657
08279 Terrassa;0827901 Terrassa distrito 01;0827901010 Terrassa sección 01010;Renta neta media por persona ;2021;19.642
08279 Terrassa;0827901 Terrassa distrito 01;0827901011 Terrassa sección 01011;Renta neta media por persona ;2021;13.634
08279 Terrassa;0827901 Terrassa distrito 01;0827901012 Terrassa sección 01012;Renta neta media por persona ;2021;15.181
08279 Terrassa;0827901 Terrassa distrito 01;0827901013 Terrassa sección 01013;Renta neta media por persona ;2021;11.843
08279 Terrassa;0827901 Terrassa distrito 01;0827901014 Terrassa sección 01014;Renta neta media por persona ;2021;13.173
08279 Terrassa;0827901 Terrassa distrito 01;0827901015 Terrassa sección 01015;Renta neta media por persona ;2021;14.592
08279 Terrassa;0827901 Terrassa distrito 01;0827901016 Terrassa sección 01016;Renta neta media por persona ;2021;16.351
08279 Terrassa;0827901 Terrassa distrito 01;0827901017 Terrassa sección 01017;Renta neta media por persona ;2021;17.477
08279 Terrassa;0827901 Terrassa distrito 01;0827901018 Terrassa sección 01018;Renta neta media por persona ;2021;17.592
08279 Terrassa;0827901 Terrassa distrito 01;0827901019 Terrassa sección 01019;Renta neta media por persona ;2021;14.303
08279 Terrassa;0827901 Terrassa distrito 01;0827901020 Terrassa sección 01020;Renta neta media por persona ;2021;19.253
08279 Terrassa;0827901 Terrassa distrito 01;0827901021 Terrassa sección 01021;Renta neta media por persona ;2021;15.434
08279 Terrassa;0827901 Terrassa distrito 01;0827901022 Terrassa sección 01022;Renta neta media por persona ;2021;16.517
08279 Terrassa;0827901 Terrassa distrito 01;0827901023 Terrassa sección 01023;Renta neta media por persona ;2021;19.279
08279 Terrassa;0827901 Terrassa distrito 01;0827901024 Terrassa sección 01024;Renta neta media por persona ;2021;21.146
08279 Terrassa;0827902 Terrassa distrito 02;;Renta neta media por persona ;2021;10.307
08279 Terrassa;0827902 Terrassa distrito 02;0827902001 Terrassa sección 02001;Renta neta media por persona ;2021;10.680
08279 Terrassa;0827902 Terrassa distrito 02;0827902002 Terrassa sección 02002;Renta neta media por persona ;2021;6.891
08279 Terrassa;0827902 Terrassa distrito 02;0827902003 Terrassa sección 02003;Renta neta media por persona ;2021;8.064
08279 Terrassa;0827902 Terrassa distrito 02;0827902004 Terrassa sección 02004;Renta neta media por persona ;2021;8.260
08279 Terrassa;0827902 Terrassa distrito 02;0827902005 Terrassa sección 02005;Renta neta media por persona ;2021;9.867
08279 Terrassa;0827902 Terrassa distrito 02;0827902006 Terrassa sección 02006;Renta neta media por persona ;2021;10.574
08279 Terrassa;0827902 Terrassa distrito 02;0827902008 Terrassa sección 02008;Renta neta media por persona ;2021;10.437
08279 Terrassa;0827902 Terrassa distrito 02;0827902009 Terrassa sección 02009;Renta neta media por persona ;2021;9.980
08279 Terrassa;0827902 Terrassa distrito 02;0827902011 Terrassa sección 02011;Renta neta media por persona ;2021;10.963
08279 Terrassa;0827902 Terrassa distrito 02;0827902012 Terrassa sección 02012;Renta neta media por persona ;2021;7.113
08279 Terrassa;0827902 Terrassa distrito 02;0827902014 Terrassa sección 02014;Renta neta media por persona ;2021;13.459
08279 Terrassa;0827902 Terrassa distrito 02;0827902015 Terrassa sección 02015;Renta neta media por persona ;2021;7.572
08279 Terrassa;0827902 Terrassa distrito 02;0827902016 Terrassa sección 02016;Renta neta media por persona ;2021;14.049
08279 Terrassa;0827902 Terrassa distrito 02;0827902017 Terrassa sección 02017;Renta neta media por persona ;2021;10.681
08279 Terrassa;0827903 Terrassa distrito 03;;Renta neta media por persona ;2021;12.743
08279 Terrassa;0827903 Terrassa distrito 03;0827903001 Terrassa sección 03001;Renta neta media por persona ;2021;13.465
08279 Terrassa;0827903 Terrassa distrito 03;0827903002 Terrassa sección 03002;Renta neta media por persona ;2021;13.855
08279 Terrassa;0827903 Terrassa distrito 03;0827903003 Terrassa sección 03003;Renta neta media por persona ;2021;11.751
08279 Terrassa;0827903 Terrassa distrito 03;0827903004 Terrassa sección 03004;Renta neta media por persona ;2021;12.166
08279 Terrassa;0827903 Terrassa distrito 03;0827903005 Terrassa sección 03005;Renta neta media por persona ;2021;14.541
08279 Terrassa;0827903 Terrassa distrito 03;0827903006 Terrassa sección 03006;Renta neta media por persona ;2021;15.896
08279 Terrassa;0827903 Terrassa distrito 03;0827903007 Terrassa sección 03007;Renta neta media por persona ;2021;15.371
08279 Terrassa;0827903 Terrassa distrito 03;0827903008 Terrassa sección 03008;Renta neta media por persona ;2021;12.048
08279 Terrassa;0827903 Terrassa distrito 03;0827903009 Terrassa sección 03009;Renta neta media por persona ;2021;""
08279 Terrassa;0827903 Terrassa distrito 03;0827903010 Terrassa sección 03010;Renta neta media por persona ;2021;""
08279 Terrassa;0827903 Terrassa distrito 03;0827903011 Terrassa sección 03011;Renta neta media por persona ;2021;""
08279 Terrassa;0827903 Terrassa distrito 03;0827903012 Terrassa sección 03012;Renta neta media por persona ;2021;""
08279 Terrassa;0827903 Terrassa distrito 03;0827903014 Terrassa sección 03014;Renta neta media por persona ;2021;10.676
08279 Terrassa;0827903 Terrassa distrito 03;0827903015 Terrassa sección 03015;Renta neta media por persona ;2021;12.630
08279 Terrassa;0827903 Terrassa distrito 03;0827903016 Terrassa sección 03016;Renta neta media por persona ;2021;9.000
08279 Terrassa;0827903 Terrassa distrito 03;0827903017 Terrassa sección 03017;Renta neta media por persona ;2021;10.240
08279 Terrassa;0827903 Terrassa distrito 03;0827903018 Terrassa sección 03018;Renta neta media por persona ;2021;12.068
08279 Terrassa;0827903 Terrassa distrito 03;0827903019 Terrassa sección 03019;Renta neta media por persona ;2021;9.691
08279 Terrassa;0827903 Terrassa distrito 03;0827903020 Terrassa sección 03020;Renta neta media por persona ;2021;12.567
08279 Terrassa;0827904 Terrassa distrito 04;;Renta neta media por persona ;2021;14.406
08279 Terrassa;0827904 Terrassa distrito 04;0827904001 Terrassa sección 04001;Renta neta media por persona ;2021;18.369
08279 Terrassa;0827904 Terrassa distrito 04;0827904002 Terrassa sección 04002;Renta neta media por persona ;2021;16.203
08279 Terrassa;0827904 Terrassa distrito 04;0827904003 Terrassa sección 04003;Renta neta media por persona ;2021;15.328
08279 Terrassa;0827904 Terrassa distrito 04;0827904004 Terrassa sección 04004;Renta neta media por persona ;2021;14.555
08279 Terrassa;0827904 Terrassa distrito 04;0827904005 Terrassa sección 04005;Renta neta media por persona ;2021;13.495
08279 Terrassa;0827904 Terrassa distrito 04;0827904006 Terrassa sección 04006;Renta neta media por persona ;2021;12.542
08279 Terrassa;0827904 Terrassa distrito 04;0827904007 Terrassa sección 04007;Renta neta media por persona ;2021;12.822
08279 Terrassa;0827904 Terrassa distrito 04;0827904008 Terrassa sección 04008;Renta neta media por persona ;2021;12.807
08279 Terrassa;0827904 Terrassa distrito 04;0827904009 Terrassa sección 04009;Renta neta media por persona ;2021;11.557
08279 Terrassa;0827904 Terrassa distrito 04;0827904010 Terrassa sección 04010;Renta neta media por persona ;2021;8.890
08279 Terrassa;0827904 Terrassa distrito 04;0827904012 Terrassa sección 04012;Renta neta media por persona ;2021;13.849
08279 Terrassa;0827904 Terrassa distrito 04;0827904013 Terrassa sección 04013;Renta neta media por persona ;2021;16.223
08279 Terrassa;0827904 Terrassa distrito 04;0827904014 Terrassa sección 04014;Renta neta media por persona ;2021;18.039
08279 Terrassa;0827904 Terrassa distrito 04;0827904015 Terrassa sección 04015;Renta neta media por persona ;2021;18.748
08279 Terrassa;0827904 Terrassa distrito 04;0827904016 Terrassa sección 04016;Renta neta media por persona ;2021;17.566
08279 Terrassa;0827904 Terrassa distrito 04;0827904017 Terrassa sección 04017;Renta neta media por persona ;2021;17.385
08279 Terrassa;0827904 Terrassa distrito 04;0827904018 Terrassa sección 04018;Renta neta media por persona ;2021;14.479
08279 Terrassa;0827904 Terrassa distrito 04;0827904019 Terrassa sección 04019;Renta neta media por persona ;2021;13.280
08279 Terrassa;0827904 Terrassa distrito 04;0827904020 Terrassa sección 04020;Renta neta media por persona ;2021;9.589
08279 Terrassa;0827904 Terrassa distrito 04;0827904021 Terrassa sección 04021;Renta neta media por persona ;2021;10.854
08279 Terrassa;0827904 Terrassa distrito 04;0827904022 Terrassa sección 04022;Renta neta media por persona ;2021;13.895
08279 Terrassa;0827904 Terrassa distrito 04;0827904023 Terrassa sección 04023;Renta neta media por persona ;2021;13.398
08279 Terrassa;0827904 Terrassa distrito 04;0827904024 Terrassa sección 04024;Renta neta media por persona ;2021;14.407
08279 Terrassa;0827904 Terrassa distrito 04;0827904025 Terrassa sección 04025;Renta neta media por persona ;2021;13.265
08279 Terrassa;0827904 Terrassa distrito 04;0827904026 Terrassa sección 04026;Renta neta media por persona ;2021;17.632
08279 Terrassa;0827905 Terrassa distrito 05;;Renta neta media por persona ;2021;14.696
08279 Terrassa;0827905 Terrassa distrito 05;0827905001 Terrassa sección 05001;Renta neta media por persona ;2021;15.667
08279 Terrassa;0827905 Terrassa distrito 05;0827905002 Terrassa sección 05002;Renta neta media por persona ;2021;12.604
08279 Terrassa;0827905 Terrassa distrito 05;0827905003 Terrassa sección 05003;Renta neta media por persona ;2021;14.619
08279 Terrassa;0827905 Terrassa distrito 05;0827905004 Terrassa sección 05004;Renta neta media por persona ;2021;15.082
08279 Terrassa;0827905 Terrassa distrito 05;0827905005 Terrassa sección 05005;Renta neta media por persona ;2021;14.970
08279 Terrassa;0827905 Terrassa distrito 05;0827905006 Terrassa sección 05006;Renta neta media por persona ;2021;16.045
08279 Terrassa;0827905 Terrassa distrito 05;0827905007 Terrassa sección 05007;Renta neta media por persona ;2021;17.331
08279 Terrassa;0827905 Terrassa distrito 05;0827905008 Terrassa sección 05008;Renta neta media por persona ;2021;16.226
08279 Terrassa;0827905 Terrassa distrito 05;0827905009 Terrassa sección 05009;Renta neta media por persona ;2021;15.952
08279 Terrassa;0827905 Terrassa distrito 05;0827905010 Terrassa sección 05010;Renta neta media por persona ;2021;10.983
08279 Terrassa;0827905 Terrassa distrito 05;0827905011 Terrassa sección 05011;Renta neta media por persona ;2021;14.899
08279 Terrassa;0827905 Terrassa distrito 05;0827905012 Terrassa sección 05012;Renta neta media por persona ;2021;13.422
08279 Terrassa;0827905 Terrassa distrito 05;0827905013 Terrassa sección 05013;Renta neta media por persona ;2021;12.785
08279 Terrassa;0827905 Terrassa distrito 05;0827905014 Terrassa sección 05014;Renta neta media por persona ;2021;12.765
08279 Terrassa;0827905 Terrassa distrito 05;0827905015 Terrassa sección 05015;Renta neta media por persona ;2021;12.121
08279 Terrassa;0827905 Terrassa distrito 05;0827905016 Terrassa sección 05016;Renta neta media por persona ;2021;12.841
08279 Terrassa;0827905 Terrassa distrito 05;0827905017 Terrassa sección 05017;Renta neta media por persona ;2021;15.390
08279 Terrassa;0827905 Terrassa distrito 05;0827905018 Terrassa sección 05018;Renta neta media por persona ;2021;13.143
08279 Terrassa;0827905 Terrassa distrito 05;0827905019 Terrassa sección 05019;Renta neta media por persona ;2021;15.627
08279 Terrassa;0827905 Terrassa distrito 05;0827905020 Terrassa sección 05020;Renta neta media por persona ;2021;15.573
08279 Terrassa;0827905 Terrassa distrito 05;0827905021 Terrassa sección 05021;Renta neta media por persona ;2021;14.417
08279 Terrassa;0827905 Terrassa distrito 05;0827905022 Terrassa sección 05022;Renta neta media por persona ;2021;13.360
08279 Terrassa;0827905 Terrassa distrito 05;0827905023 Terrassa sección 05023;Renta neta media por persona ;2021;17.235
08279 Terrassa;0827905 Terrassa distrito 05;0827905024 Terrassa sección 05024;Renta neta media por persona ;2021;16.674
08279 Terrassa;0827905 Terrassa distrito 05;0827905025 Terrassa sección 05025;Renta neta media por persona ;2021;15.370
08279 Terrassa;0827905 Terrassa distrito 05;0827905026 Terrassa sección 05026;Renta neta media por persona ;2021;16.782
08279 Terrassa;0827905 Terrassa distrito 05;0827905027 Terrassa sección 05027;Renta neta media por persona ;2021;16.345
08279 Terrassa;0827905 Terrassa distrito 05;0827905028 Terrassa sección 05028;Renta neta media por persona ;2021;15.474
08279 Terrassa;0827905 Terrassa distrito 05;0827905029 Terrassa sección 05029;Renta neta media por persona ;2021;15.290
08279 Terrassa;0827906 Terrassa distrito 06;;Renta neta media por persona ;2021;11.875
08279 Terrassa;0827906 Terrassa distrito 06;0827906001 Terrassa sección 06001;Renta neta media por persona ;2021;12.164
08279 Terrassa;0827906 Terrassa distrito 06;0827906002 Terrassa sección 06002;Renta neta media por persona ;2021;11.435
